C	LMEL	-- HNE -33.8476 -70.2075 1536.0 100.00 8.559810e+05    DU/M/S**2 COMMENT
C	LMEL	-- HNN -33.8476 -70.2075 1536.0 100.00 8.559810e+05    DU/M/S**2 COMMENT
C	LMEL	-- HNZ -33.8476 -70.2075 1536.0 100.00 8.559810e+05    DU/M/S**2 COMMENT
C	RCDM	00 BNE -33.4892 -70.8064  487.0  40.00 5.099010e+05    DU/M/S**2 COMMENT
C	RCDM	00 BNN -33.4892 -70.8064  487.0  40.00 5.099010e+05    DU/M/S**2 COMMENT
C	RCDM	00 BNZ -33.4892 -70.8064  487.0  40.00 5.099010e+05    DU/M/S**2 COMMENT
C	ROC1	-- BHE -32.9756 -71.0156 2191.0  40.00 6.277920e+08    DU/M/S COMMENT
C	ROC1	-- BHN -32.9756 -71.0156 2191.0  40.00 6.277920e+08    DU/M/S COMMENT
C	ROC1	-- BHZ -32.9756 -71.0156 2191.0  40.00 6.277920e+08    DU/M/S COMMENT
C	ROC1	-- HHE -32.9756 -71.0156 2191.0 100.00 6.279870e+08    DU/M/S COMMENT
C	ROC1	-- HHN -32.9756 -71.0156 2191.0 100.00 6.279870e+08    DU/M/S COMMENT
C	ROC1	-- HHZ -32.9756 -71.0156 2191.0 100.00 6.279870e+08    DU/M/S COMMENT
C	ROC1	-- HNE -32.9756 -71.0156 2191.0 100.00 4.279910e+05    DU/M/S**2 COMMENT
C	ROC1	-- HNN -32.9756 -71.0156 2191.0 100.00 4.279910e+05    DU/M/S**2 COMMENT
C	ROC1	-- HNZ -32.9756 -71.0156 2191.0 100.00 4.279910e+05    DU/M/S**2 COMMENT
C	STL	-- BHE -33.4404 -70.6428  616.0  40.00 5.014200e+08    DU/M/S COMMENT
C	STL	-- BHN -33.4404 -70.6428  616.0  40.00 5.014200e+08    DU/M/S COMMENT
C	STL	-- BHZ -33.4404 -70.6428  616.0  40.00 5.014200e+08    DU/M/S COMMENT
C	STL	-- HHE -33.4404 -70.6428  616.0 100.00 5.014200e+08    DU/M/S COMMENT
C	STL	-- HHN -33.4404 -70.6428  616.0 100.00 5.014200e+08    DU/M/S COMMENT
C	STL	-- HHZ -33.4404 -70.6428  616.0 100.00 5.014200e+08    DU/M/S COMMENT
C	TLL	-- BHE -30.1696 -70.8054 2260.0  40.00 6.277920e+08    DU/M/S COMMENT
C	TLL	-- BHN -30.1696 -70.8054 2260.0  40.00 6.277920e+08    DU/M/S COMMENT
C	TLL	-- BHZ -30.1696 -70.8054 2260.0  40.00 6.277920e+08    DU/M/S COMMENT
C	TLL	-- HHE -30.1696 -70.8054 2260.0 100.00 6.279870e+08    DU/M/S COMMENT
C	TLL	-- HHN -30.1696 -70.8054 2260.0 100.00 6.279870e+08    DU/M/S COMMENT
C	TLL	-- HHZ -30.1696 -70.8054 2260.0 100.00 6.279870e+08    DU/M/S COMMENT
C	TLL	-- HNE -30.1696 -70.8054 2260.0 100.00 4.279910e+05    DU/M/S**2 COMMENT
C	TLL	-- HNN -30.1696 -70.8054 2260.0 100.00 4.279910e+05    DU/M/S**2 COMMENT
C	TLL	-- HNZ -30.1696 -70.8054 2260.0 100.00 4.279910e+05    DU/M/S**2 COMMENT
GT	BOSA	00 BHE -28.6141  25.2555 1180.0  40.00 7.772250e+09    DU/M/S COMMENT
GT	BOSA	00 BHN -28.6141  25.2555 1180.0  40.00 7.562270e+09    DU/M/S COMMENT
